lossy_count memory usage (k=2000)
\begin{tabular}{lllrrr}
\hline
 Word                     & isNewWord   & Word Count   &   Delta &   Memory Usage &   \#Buckets \\
\hline
                          &             &              &       0 &             64 &          0 \\
 romeo                    & True        & 1            &       0 &            320 &          1 \\
 julia                    & True        & 1            &       0 &            376 &          2 \\
 william                  & True        & 1            &       0 &            432 &          3 \\
 shakespeare              & True        & 1            &       0 &            496 &          4 \\
 übersetzt                & True        & 1            &       0 &            584 &          5 \\
 august                   & True        & 1            &       0 &            768 &          6 \\
 wilhelm                  & True        & 1            &       0 &            824 &          7 \\
 schlegel                 & True        & 1            &       0 &            888 &          8 \\
 personen                 & True        & 1            &       0 &            952 &          9 \\
 escalus                  & True        & 1            &       0 &           1008 &         10 \\
 prinz                    & True        & 1            &       0 &           1344 &         11 \\
 verona                   & True        & 1            &       0 &           1400 &         12 \\
 graf                     & True        & 1            &       0 &           1456 &         13 \\
 paris                    & True        & 1            &       0 &           1512 &         14 \\
 junger                   & True        & 1            &       0 &           1568 &         15 \\
 edelmann                 & True        & 1            &       0 &           1632 &         16 \\
 verwandter               & True        & 1            &       0 &           1696 &         17 \\
 prinzen                  & True        & 1            &       0 &           1752 &         18 \\
 montague                 & True        & 1            &       0 &           1816 &         19 \\
 capulet                  & True        & 1            &       0 &           1872 &         20 \\
 häupter                  & True        & 1            &       0 &           1952 &         21 \\
 zweier                   & True        & 1            &       0 &           2544 &         22 \\
 häuser                   & True        & 1            &       0 &           2624 &         23 \\
 zwist                    & True        & 1            &       0 &           2680 &         24 \\
 miteinander              & True        & 1            &       0 &           2744 &         25 \\
 andrer                   & True        & 1            &       0 &           2800 &         26 \\
 capulet                  & False       & 2            &       0 &           2832 &         26 \\
 vorigen                  & True        & 1            &       0 &           2888 &         27 \\
 verwandter               & False       & 2            &       0 &           2888 &         27 \\
 alter                    & True        & 1            &       0 &           2944 &         28 \\
 mann                     & True        & 1            &       0 &           3000 &         29 \\
 onkel                    & True        & 1            &       0 &           3056 &         30 \\
 capulet                  & False       & 3            &       0 &           3088 &         30 \\
 romeo                    & False       & 2            &       0 &           3088 &         30 \\
 montagues                & True        & 1            &       0 &           3152 &         31 \\
 sohn                     & True        & 1            &       0 &           3208 &         32 \\
 mercutio                 & True        & 1            &       0 &           3272 &         33 \\
 verwandter               & False       & 3            &       0 &           3272 &         33 \\
 prinzen                  & False       & 2            &       0 &           3272 &         33 \\
 romeos                   & True        & 1            &       0 &           3328 &         34 \\
 freund                   & True        & 1            &       0 &           3384 &         35 \\
 benvolio                 & True        & 1            &       0 &           3448 &         36 \\
 montagues                & False       & 2            &       0 &           3448 &         36 \\
 neffe                    & True        & 1            &       0 &           3504 &         37 \\
 romeos                   & False       & 2            &       0 &           3504 &         37 \\
 freund                   & False       & 2            &       0 &           3504 &         37 \\
 tybalt                   & True        & 1            &       0 &           3560 &         38 \\
 neffe                    & False       & 2            &       0 &           3560 &         38 \\
 gräfin                   & True        & 1            &       0 &           3640 &         39 \\
 capulet                  & False       & 4            &       0 &           3672 &         39 \\
 bruder                   & True        & 1            &       0 &           3728 &         40 \\
 lorenzo                  & True        & 1            &       0 &           3784 &         41 \\
 franziskaner             & True        & 1            &       0 &           3848 &         42 \\
 bruder                   & False       & 2            &       0 &           3848 &         42 \\
 markus                   & True        & 1            &       0 &           5000 &         43 \\
 orden                    & True        & 1            &       0 &           5056 &         44 \\
 abraham                  & True        & 1            &       0 &           5112 &         45 \\
 diener                   & True        & 1            &       0 &           5168 &         46 \\
 hause                    & True        & 1            &       0 &           5224 &         47 \\
 montague                 & False       & 2            &       0 &           5224 &         47 \\
 balthasar                & True        & 1            &       0 &           5288 &         48 \\
 romeos                   & False       & 3            &       0 &           5288 &         48 \\
 diener                   & False       & 2            &       0 &           5288 &         48 \\
 simson                   & True        & 1            &       0 &           5344 &         49 \\
 gregorio                 & True        & 1            &       0 &           5408 &         50 \\
 peter                    & True        & 1            &       0 &           5464 &         51 \\
 diener                   & False       & 3            &       0 &           5464 &         51 \\
 hause                    & False       & 2            &       0 &           5464 &         51 \\
 capulet                  & False       & 5            &       0 &           5464 &         51 \\
 simson                   & False       & 2            &       0 &           5464 &         51 \\
 diener                   & False       & 4            &       0 &           5496 &         51 \\
 capulet                  & False       & 6            &       0 &           5496 &         51 \\
 gregorio                 & False       & 2            &       0 &           5496 &         51 \\
 diener                   & False       & 5            &       0 &           5496 &         51 \\
 capulet                  & False       & 7            &       0 &           5496 &         51 \\
 peter                    & False       & 2            &       0 &           5496 &         51 \\
 diener                   & False       & 6            &       0 &           5496 &         51 \\
 julias                   & True        & 1            &       0 &           5552 &         52 \\
 amme                     & True        & 1            &       0 &           5608 &         53 \\
 drei                     & True        & 1            &       0 &           5664 &         54 \\
 musikanten               & True        & 1            &       0 &           5728 &         55 \\
 page                     & True        & 1            &       0 &           5784 &         56 \\
 paris                    & False       & 2            &       0 &           5784 &         56 \\
 weiterer                 & True        & 1            &       0 &           5848 &         57 \\
 page                     & False       & 2            &       0 &           5848 &         57 \\
 apotheker                & True        & 1            &       0 &           5912 &         58 \\
 chorus                   & True        & 1            &       0 &           5968 &         59 \\
 offizier                 & True        & 1            &       0 &           6032 &         60 \\
 gräfin                   & False       & 2            &       0 &           6032 &         60 \\
 montague                 & False       & 3            &       0 &           6032 &         60 \\
 ehefrau                  & True        & 1            &       0 &           6088 &         61 \\
 montague                 & False       & 4            &       0 &           6120 &         61 \\
 gräfin                   & False       & 3            &       0 &           6120 &         61 \\
 capulet                  & False       & 8            &       0 &           6120 &         61 \\
 ehefrau                  & False       & 2            &       0 &           6120 &         61 \\
 capulet                  & False       & 9            &       0 &           6120 &         61 \\
 julia                    & False       & 2            &       0 &           6120 &         61 \\
 capulets                 & True        & 1            &       0 &           6184 &         62 \\
 tochter                  & True        & 1            &       0 &           6240 &         63 \\
 wärterin                 & True        & 1            &       0 &           6328 &         64 \\
 früher                   & True        & 1            &       0 &           6408 &         65 \\
 juliens                  & True        & 1            &       0 &           6464 &         66 \\
 amme                     & False       & 2            &       0 &           6464 &         66 \\
 bürger                   & True        & 1            &       0 &           6544 &         67 \\
 verona                   & False       & 2            &       0 &           6544 &         67 \\
 verschiedene             & True        & 1            &       0 &           6608 &         68 \\
 männer                   & True        & 1            &       0 &           6688 &         69 \\
 frauen                   & True        & 1            &       0 &           6744 &         70 \\
 verwandte                & True        & 1            &       0 &           6808 &         71 \\
 beider                   & True        & 1            &       0 &           6864 &         72 \\
 häuser                   & False       & 2            &       0 &           6864 &         72 \\
 masken                   & True        & 1            &       0 &           6920 &         73 \\
 garde                    & True        & 1            &       0 &           6976 &         74 \\
 wächter                  & True        & 1            &       0 &           7056 &         75 \\
 gefolge                  & True        & 1            &       0 &           7112 &         76 \\
 szene                    & True        & 1            &       0 &           7168 &         77 \\
 größten                  & True        & 1            &       0 &           7248 &         78 \\
 teil                     & True        & 1            &       0 &           7304 &         79 \\
 stücks                   & True        & 1            &       0 &           7384 &         80 \\
 hindurch                 & True        & 1            &       0 &           7448 &         81 \\
 verona                   & False       & 3            &       0 &           7448 &         81 \\
 anfange                  & True        & 1            &       0 &           7504 &         82 \\
 fünften                  & True        & 1            &       0 &           7584 &         83 \\
 aktes                    & True        & 1            &       0 &           7640 &         84 \\
 mantua                   & True        & 1            &       0 &           7696 &         85 \\
 prolog                   & True        & 1            &       0 &          10176 &         86 \\
 chorus                   & False       & 2            &       0 &          10176 &         86 \\
 tritt                    & True        & 1            &       0 &          10232 &         87 \\
 chorus                   & False       & 3            &       0 &          10232 &         87 \\
 zwei                     & True        & 1            &       0 &          10288 &         88 \\
 häuser                   & False       & 3            &       0 &          10288 &         88 \\
 warengleich              & True        & 1            &       0 &          10352 &         89 \\
 würdigkeit               & True        & 1            &       0 &          10440 &         90 \\
 verona                   & False       & 4            &       0 &          10440 &         90 \\
 handlung                 & True        & 1            &       0 &          10504 &         91 \\
 steckt                   & True        & 1            &       0 &          10560 &         92 \\
 alten                    & True        & 1            &       0 &          10616 &         93 \\
 groll                    & True        & 1            &       0 &          10672 &         94 \\
 neuem                    & True        & 1            &       0 &          10728 &         95 \\
 kampf                    & True        & 1            &       0 &          10784 &         96 \\
 bereit                   & True        & 1            &       0 &          10840 &         97 \\
 bürgerblut               & True        & 1            &       0 &          10928 &         98 \\
 bürgerhand               & True        & 1            &       0 &          11016 &         99 \\
 befleckt                 & True        & 1            &       0 &          11080 &        100 \\
 feinde                   & True        & 1            &       0 &          11136 &        101 \\
 unheilvollem             & True        & 1            &       0 &          11200 &        102 \\
 schoß                    & True        & 1            &       0 &          11280 &        103 \\
 leben                    & True        & 1            &       0 &          11336 &        104 \\
 zweier                   & False       & 2            &       0 &          11336 &        104 \\
 liebender                & True        & 1            &       0 &          11400 &        105 \\
 entsprang                & True        & 1            &       0 &          11464 &        106 \\
 unglückselges            & True        & 1            &       0 &          11552 &        107 \\
 ende                     & True        & 1            &       0 &          11608 &        108 \\
 bloß                     & True        & 1            &       0 &          11688 &        109 \\
 tod                      & True        & 1            &       0 &          11744 &        110 \\
 begraben                 & True        & 1            &       0 &          11808 &        111 \\
 elterlichen              & True        & 1            &       0 &          11872 &        112 \\
 zank                     & True        & 1            &       0 &          11928 &        113 \\
 hergang                  & True        & 1            &       0 &          11984 &        114 \\
 todgeweihten             & True        & 1            &       0 &          12048 &        115 \\
 lieb                     & True        & 1            &       0 &          12104 &        116 \\
 verlauf                  & True        & 1            &       0 &          12160 &        117 \\
 elterlichen              & False       & 2            &       0 &          12160 &        117 \\
 wut                      & True        & 1            &       0 &          12216 &        118 \\
 kinder                   & True        & 1            &       0 &          12272 &        119 \\
 tod                      & False       & 2            &       0 &          12272 &        119 \\
 dannen                   & True        & 1            &       0 &          12328 &        120 \\
 trieb                    & True        & 1            &       0 &          12384 &        121 \\
 zwei                     & False       & 2            &       0 &          12384 &        121 \\
 stunden                  & True        & 1            &       0 &          12440 &        122 \\
 lang                     & True        & 1            &       0 &          12496 &        123 \\
 bühne                    & True        & 1            &       0 &          12576 &        124 \\
 gut                      & True        & 1            &       0 &          12632 &        125 \\
 dran                     & True        & 1            &       0 &          12688 &        126 \\
 fehlt                    & True        & 1            &       0 &          12744 &        127 \\
 hört                     & True        & 1            &       0 &          12824 &        128 \\
 geduldgem                & True        & 1            &       0 &          12888 &        129 \\
 ohr                      & True        & 1            &       0 &          12944 &        130 \\
 bringt                   & True        & 1            &       0 &          13000 &        131 \\
 hoffentlich              & True        & 1            &       0 &          13064 &        132 \\
 unsre                    & True        & 1            &       0 &          13120 &        133 \\
 müh                      & True        & 1            &       0 &          13200 &        134 \\
 hervor                   & True        & 1            &       0 &          13256 &        135 \\
 erster                   & True        & 1            &       0 &          13312 &        136 \\
 akt                      & True        & 1            &       0 &          13368 &        137 \\
 erste                    & True        & 1            &       0 &          13424 &        138 \\
 szene                    & False       & 2            &       0 &          13424 &        138 \\
 öffentlicher             & True        & 1            &       0 &          13512 &        139 \\
 platz                    & True        & 1            &       0 &          13568 &        140 \\
 simson                   & False       & 3            &       0 &          13568 &        140 \\
 gregorio                 & False       & 3            &       0 &          13568 &        140 \\
 zwei                     & False       & 3            &       0 &          13568 &        140 \\
 bediente                 & True        & 1            &       0 &          13632 &        141 \\
 capulets                 & False       & 2            &       0 &          13632 &        141 \\
 treten                   & True        & 1            &       0 &          13688 &        142 \\
 bewaffnet                & True        & 1            &       0 &          13752 &        143 \\
 schwertern               & True        & 1            &       0 &          13816 &        144 \\
 schilden                 & True        & 1            &       0 &          13880 &        145 \\
 simson                   & False       & 4            &       0 &          13880 &        145 \\
 wort                     & True        & 1            &       0 &          13936 &        146 \\
 gregorio                 & False       & 4            &       0 &          13936 &        146 \\
 tasche                   & True        & 1            &       0 &          13992 &        147 \\
 stecken                  & True        & 1            &       0 &          14048 &        148 \\
 gregorio                 & False       & 5            &       0 &          14080 &        148 \\
 freilich                 & True        & 1            &       0 &          14144 &        149 \\
 wären                    & True        & 1            &       0 &          14224 &        150 \\
 taschenspieler           & True        & 1            &       0 &          14288 &        151 \\
 simson                   & False       & 5            &       0 &          14288 &        151 \\
 koller                   & True        & 1            &       0 &          14344 &        152 \\
 kriegen                  & True        & 1            &       0 &          14400 &        153 \\
 leder                    & True        & 1            &       0 &          14456 &        154 \\
 ziehn                    & True        & 1            &       0 &          14512 &        155 \\
 gregorio                 & False       & 6            &       0 &          14512 &        155 \\
 ne                       & True        & 1            &       0 &          14568 &        156 \\
 freund                   & False       & 3            &       0 &          14568 &        156 \\
 ledernen                 & True        & 1            &       0 &          14632 &        157 \\
 koller                   & False       & 2            &       0 &          14632 &        157 \\
 mußt                     & True        & 1            &       0 &          14712 &        158 \\
 leibe                    & True        & 1            &       0 &          14768 &        159 \\
 ausziehen                & True        & 1            &       0 &          14832 &        160 \\
 simson                   & False       & 6            &       0 &          14800 &        160 \\
 schlage                  & True        & 1            &       0 &          14856 &        161 \\
 geschwind                & True        & 1            &       0 &          14920 &        162 \\
 aufgebracht              & True        & 1            &       0 &          14984 &        163 \\
 gregorio                 & False       & 7            &       0 &          15016 &        163 \\
 geschwind                & False       & 2            &       0 &          15016 &        163 \\
 aufgebracht              & False       & 2            &       0 &          15016 &        163 \\
 simson                   & False       & 7            &       0 &          15016 &        163 \\
 hund                     & True        & 1            &       0 &          15072 &        164 \\
 montagues                & False       & 3            &       0 &          15072 &        164 \\
 hause                    & False       & 3            &       0 &          15072 &        164 \\
 bringt                   & False       & 2            &       0 &          15072 &        164 \\
 schon                    & True        & 1            &       0 &          15128 &        165 \\
 gregorio                 & False       & 8            &       0 &          15160 &        165 \\
 aufbringen               & True        & 1            &       0 &          15224 &        166 \\
 heißt                    & True        & 1            &       0 &          15304 &        167 \\
 stelle                   & True        & 1            &       0 &          15360 &        168 \\
 schaffen                 & True        & 1            &       0 &          15424 &        169 \\
 tapfer                   & True        & 1            &       0 &          15480 &        170 \\
 muß                      & True        & 1            &       0 &          20176 &        171 \\
 standhalten              & True        & 1            &       0 &          20240 &        172 \\
 aufbringen               & False       & 2            &       0 &          20240 &        172 \\
 läßt                     & True        & 1            &       0 &          20320 &        173 \\
 läufst                   & True        & 1            &       0 &          20400 &        174 \\
 davon                    & True        & 1            &       0 &          20456 &        175 \\
 simson                   & False       & 8            &       0 &          20424 &        175 \\
 hund                     & False       & 2            &       0 &          20424 &        175 \\
 hause                    & False       & 4            &       0 &          20424 &        175 \\
 bringt                   & False       & 3            &       0 &          20424 &        175 \\
 standhalten              & False       & 2            &       0 &          20424 &        175 \\
 bedienten                & True        & 1            &       0 &          20488 &        176 \\
 mädchen                  & True        & 1            &       0 &          20568 &        177 \\
 montagues                & False       & 4            &       0 &          20568 &        177 \\
 aufnehmen                & True        & 1            &       0 &          20632 &        178 \\
 bedienten                & False       & 2            &       0 &          20632 &        178 \\
 mädchen                  & False       & 2            &       0 &          20632 &        178 \\
 montagues                & False       & 5            &       0 &          20664 &        178 \\
 vorrang                  & True        & 1            &       0 &          20720 &        179 \\
 nehme                    & True        & 1            &       0 &          20776 &        180 \\
 mauerseite               & True        & 1            &       0 &          20840 &        181 \\
 schmutzige               & True        & 1            &       0 &          20904 &        182 \\
 straßenmitte             & True        & 1            &       0 &          20992 &        183 \\
 treten                   & False       & 2            &       0 &          20992 &        183 \\
 muß                      & False       & 2            &       0 &          20992 &        183 \\
 gregorio                 & False       & 9            &       0 &          20992 &        183 \\
 daran                    & True        & 1            &       0 &          21048 &        184 \\
 sieht                    & True        & 1            &       0 &          21104 &        185 \\
 schwacher                & True        & 1            &       0 &          21168 &        186 \\
 sklave                   & True        & 1            &       0 &          21224 &        187 \\
 schwächste               & True        & 1            &       0 &          21312 &        188 \\
 geht                     & True        & 1            &       0 &          21368 &        189 \\
 mauer                    & True        & 1            &       0 &          21424 &        190 \\
 simson                   & False       & 9            &       0 &          21392 &        190 \\
 wahr                     & True        & 1            &       0 &          21448 &        191 \\
 daher                    & True        & 1            &       0 &          21504 &        192 \\
 weiber                   & True        & 1            &       0 &          21560 &        193 \\
 schwächeren              & True        & 1            &       0 &          21648 &        194 \\
 immer                    & True        & 1            &       0 &          21704 &        195 \\
 mauer                    & False       & 2            &       0 &          21704 &        195 \\
 gedrückt                 & True        & 1            &       0 &          21792 &        196 \\
 folglich                 & True        & 1            &       0 &          21856 &        197 \\
 montagues                & False       & 6            &       0 &          21824 &        197 \\
 bediente                 & False       & 2            &       0 &          21824 &        197 \\
 mauer                    & False       & 3            &       0 &          21824 &        197 \\
 wegstoßen                & True        & 1            &       0 &          21912 &        198 \\
 mädchen                  & False       & 3            &       0 &          21912 &        198 \\
 mauer                    & False       & 4            &       0 &          21912 &        198 \\
 drücken                  & True        & 1            &       0 &          21992 &        199 \\
 gregorio                 & False       & 10           &       0 &          22024 &        199 \\
 streit                   & True        & 1            &       0 &          22080 &        200 \\
 herrschaften             & True        & 1            &       0 &          22144 &        201 \\
 bedienten                & False       & 3            &       0 &          22144 &        201 \\
 mädchen                  & False       & 4            &       0 &          22144 &        201 \\
 aufnehmen                & False       & 2            &       0 &          22144 &        201 \\
 pfui                     & True        & 1            &       0 &          22200 &        202 \\
 solltest                 & True        & 1            &       0 &          22264 &        203 \\
 lieber                   & True        & 1            &       0 &          22320 &        204 \\
 aufnehmen                & False       & 3            &       0 &          22320 &        204 \\
 lassen                   & True        & 1            &       0 &          22376 &        205 \\
 simson                   & False       & 10           &       0 &          22376 &        205 \\
 einerlei                 & True        & 1            &       0 &          22440 &        206 \\
 barbarisch               & True        & 1            &       0 &          22504 &        207 \\
 werke                    & True        & 1            &       0 &          22560 &        208 \\
 gehn                     & True        & 1            &       0 &          22616 &        209 \\
 ichs                     & True        & 1            &       0 &          22672 &        210 \\
 bedienten                & False       & 4            &       0 &          22672 &        210 \\
 erst                     & True        & 1            &       0 &          22728 &        211 \\
 ausgefochten             & True        & 1            &       0 &          22792 &        212 \\
 mädchen                  & False       & 5            &       0 &          22824 &        212 \\
 unterwerfen              & True        & 1            &       0 &          22888 &        213 \\
 sollen                   & True        & 1            &       0 &          22944 &        214 \\
 spitze                   & True        & 1            &       0 &          23000 &        215 \\
 degens                   & True        & 1            &       0 &          23056 &        216 \\
 fühlen                   & True        & 1            &       0 &          23136 &        217 \\
 stumpf                   & True        & 1            &       0 &          23192 &        218 \\
 jungfräulichen           & True        & 1            &       0 &          23280 &        219 \\
 häupter                  & False       & 2            &       0 &          23280 &        219 \\
 berauben                 & True        & 1            &       0 &          23344 &        220 \\
 gregorio                 & False       & 11           &       0 &          23376 &        220 \\
 jungfrauen               & True        & 1            &       0 &          23440 &        221 \\
 enthaupten               & True        & 1            &       0 &          23504 &        222 \\
 simson                   & False       & 11           &       0 &          23472 &        222 \\
 jawohl                   & True        & 1            &       0 &          23528 &        223 \\
 jungfrauen               & False       & 2            &       0 &          23528 &        223 \\
 enthaupten               & False       & 2            &       0 &          23528 &        223 \\
 jungfräulichkeit         & True        & 1            &       0 &          23624 &        224 \\
 nehmen                   & True        & 1            &       0 &          23680 &        225 \\
 nimm                     & True        & 1            &       0 &          23736 &        226 \\
 sinn                     & True        & 1            &       0 &          23792 &        227 \\
 ganz                     & True        & 1            &       0 &          23848 &        228 \\
 willt                    & True        & 1            &       0 &          23904 &        229 \\
 gregorio                 & False       & 12           &       0 &          23936 &        229 \\
 sinngemäß                & True        & 1            &       0 &          24024 &        230 \\
 aufnehmen                & False       & 4            &       0 &          24024 &        230 \\
 müssen                   & True        & 1            &       0 &          24104 &        231 \\
 spüren                   & True        & 1            &       0 &          24184 &        232 \\
 bekommen                 & True        & 1            &       0 &          24248 &        233 \\
 simson                   & False       & 12           &       0 &          24216 &        233 \\
 sollen                   & False       & 2            &       0 &          24216 &        233 \\
 spüren                   & False       & 2            &       0 &          24216 &        233 \\
 bekommen                 & False       & 2            &       0 &          24216 &        233 \\
 solange                  & True        & 1            &       0 &          24272 &        234 \\
 standhalten              & False       & 3            &       0 &          24272 &        234 \\
 bekannt                  & True        & 1            &       0 &          24328 &        235 \\
 hübsches                 & True        & 1            &       0 &          24416 &        236 \\
 stück                    & True        & 1            &       0 &          24496 &        237 \\
 fleisches                & True        & 1            &       0 &          24560 &        238 \\
 gregorio                 & False       & 13           &       0 &          24592 &        238 \\
 gut                      & False       & 2            &       0 &          24592 &        238 \\
 fisch                    & True        & 1            &       0 &          24648 &        239 \\
 wärst                    & True        & 1            &       0 &          24728 &        240 \\
 ärmlicher                & True        & 1            &       0 &          24816 &        241 \\
 dörrheringzieh           & True        & 1            &       0 &          24904 &        242 \\
 gleich                   & True        & 1            &       0 &          24960 &        243 \\
 leder                    & False       & 2            &       0 &          24960 &        243 \\
 kommen                   & True        & 1            &       0 &          25016 &        244 \\
 zwei                     & False       & 4            &       0 &          25016 &        244 \\
 hause                    & False       & 5            &       0 &          25016 &        244 \\
 montagues                & False       & 7            &       0 &          25048 &        244 \\
 abraham                  & False       & 2            &       0 &          25048 &        244 \\
 balthasar                & False       & 2            &       0 &          25048 &        244 \\
 treten                   & False       & 3            &       0 &          25048 &        244 \\
 simson                   & False       & 13           &       0 &          25016 &        244 \\
 waffe                    & True        & 1            &       0 &          25072 &        245 \\
 blank                    & True        & 1            &       0 &          25128 &        246 \\
 fang                     & True        & 1            &       0 &          25184 &        247 \\
 händel                   & True        & 1            &       0 &          25264 &        248 \\
 rücken                   & True        & 1            &       0 &          25344 &        249 \\
 decken                   & True        & 1            &       0 &          25400 &        250 \\
 gregorio                 & False       & 14           &       0 &          25432 &        250 \\
 rücken                   & False       & 2            &       0 &          25432 &        250 \\
 willst                   & True        & 1            &       0 &          25488 &        251 \\
 reißaus                  & True        & 1            &       0 &          25568 &        252 \\
 nehmen                   & False       & 2            &       0 &          25568 &        252 \\
 simson                   & False       & 14           &       0 &          25536 &        252 \\
 fürchte                  & True        & 1            &       0 &          25616 &        253 \\
